,wav_file,sentence_number,word,silence_length,speech_rate,voice,condition,pronounced_item,word_numbers,depth,opening_nodes,closing_nodes,relative_depth,tree_segment,indices,file
652,1.0,46,do,0.378,205,Allison,sentence,1,22,4,2,1,0,(V(VBPdo),"(5, 1, 0, 0)",easy_money.mrg
653,1.0,46,n't,0.378,205,Allison,sentence,1,23,4,1,1,-1,(RBn't),"(5, 1, 1, 0)",easy_money.mrg
654,1.0,46,want,0.378,205,Allison,sentence,1,24,5,2,1,-2,(V(VBwant),"(5, 1, 2, 0, 0)",easy_money.mrg
655,1.0,46,*PRO*-3,0.378,205,Allison,sentence,1,24,7,3,2,0,((NP-SBJ-4(-NONE-*PRO*-3)),"(5, 1, 2, 1, 0, 0, 0)",easy_money.mrg
656,1.0,46,to,0.378,205,Allison,sentence,1,25,7,2,1,-1,(V(TOto),"(5, 1, 2, 1, 1, 0, 0)",easy_money.mrg
657,1.0,46,have,0.378,205,Allison,sentence,1,26,8,2,1,-2,(V(VBhave),"(5, 1, 2, 1, 1, 1, 0, 0)",easy_money.mrg
658,1.0,46,*-4,0.378,205,Allison,sentence,1,26,10,3,2,0,((NP-SBJ(-NONE-*-4)),"(5, 1, 2, 1, 1, 1, 1, 0, 0, 0)",easy_money.mrg
659,1.0,46,to,0.378,205,Allison,sentence,1,27,10,2,1,-1,(V(TOto),"(5, 1, 2, 1, 1, 1, 1, 1, 0, 0)",easy_money.mrg
660,1.0,46,explain,0.378,205,Allison,sentence,1,28,11,2,1,-1,(V(VBexplain),"(5, 1, 2, 1, 1, 1, 1, 1, 1, 0, 0)",easy_money.mrg
661,1.0,46,myself,0.378,205,Allison,sentence,1,29,12,2,2,0,(NP(PRPmyself)),"(5, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0)",easy_money.mrg
662,1.0,46,to,0.378,205,Allison,sentence,1,30,12,2,1,-1,(PP-CLR(INto),"(5, 1, 2, 1, 1, 1, 1, 1, 1, 2, 0, 0)",easy_money.mrg
663,1.0,46,anyone,0.378,205,Allison,sentence,1,31,13,2,12,11,(NP(NNanyone)))))))))))),"(5, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 0, 0)",easy_money.mrg
664,1.0,46,.,0.378,205,Allison,sentence,0,31,2,1,1,0,(..),"(6, 0)",easy_money.mrg
665,1.0,46,"""",0.378,205,Allison,sentence,0,31,2,1,2,-2,"(""""))","(7, 0)",easy_money.mrg
666,1.0,47,The,0.659,205,Allison,sentence,1,0,4,4,1,0,((S(NP-SBJ(DTThe),"(0, 0, 0, 0)",easy_money.mrg
667,1.0,47,pie,0.659,205,Allison,sentence,1,1,4,1,2,0,(NNpie)),"(0, 0, 1, 0)",easy_money.mrg
668,1.0,47,came,0.659,205,Allison,sentence,1,2,4,2,3,2,(VP(VBDcame))),"(0, 1, 0, 0)",easy_money.mrg
669,1.0,47,and,0.659,205,Allison,sentence,1,3,2,1,1,-2,(CCand),"(1, 0)",easy_money.mrg
670,1.0,47,I,0.659,205,Allison,sentence,1,4,4,3,2,0,((NP-SBJ(PRPI)),"(2, 0, 0, 0)",easy_money.mrg
671,1.0,47,waited,0.659,205,Allison,sentence,1,5,4,2,1,-1,(V(VBDwaited),"(2, 1, 0, 0)",easy_money.mrg
672,1.0,47,until,0.659,205,Allison,sentence,1,6,5,2,1,-2,(SBAR-TM(INuntil),"(2, 1, 1, 0, 0)",easy_money.mrg
673,1.0,47,the,0.659,205,Allison,sentence,1,7,7,3,1,0,((NP-SBJ(DTthe),"(2, 1, 1, 1, 0, 0, 0)",easy_money.mrg
674,1.0,47,waitress,0.659,205,Allison,sentence,1,8,7,1,2,0,(NNwaitress)),"(2, 1, 1, 1, 0, 1, 0)",easy_money.mrg
675,1.0,47,was,0.659,205,Allison,sentence,1,9,7,2,1,-1,(VP(VBDwas),"(2, 1, 1, 1, 1, 0, 0)",easy_money.mrg
676,1.0,47,gone,0.659,205,Allison,sentence,1,10,8,2,5,4,(VP(VBNgone))))),"(2, 1, 1, 1, 1, 1, 0, 0)",easy_money.mrg
677,1.0,47,",",0.659,205,Allison,sentence,0,10,4,1,1,-1,"(,,)","(2, 1, 2, 0)",easy_money.mrg
678,1.0,47,before,0.659,205,Allison,sentence,1,11,5,2,1,-2,(SBAR-TM(INbefore),"(2, 1, 3, 0, 0)",easy_money.mrg
679,1.0,47,*PRO*,0.659,205,Allison,sentence,1,11,7,3,2,0,((NP-SBJ(-NONE-*PRO*)),"(2, 1, 3, 1, 0, 0, 0)",easy_money.mrg
680,1.0,47,going,0.659,205,Allison,sentence,1,12,7,2,1,-1,(V(VBGgoing),"(2, 1, 3, 1, 1, 0, 0)",easy_money.mrg
681,1.0,47,on,0.659,205,Allison,sentence,1,13,8,2,2,8,(PRT(RPon)),"(2, 1, 3, 1, 1, 1, 0, 0)",easy_money.mrg
682,1.0,47,moule,0.659,205,Allison,pseudo_words,1,13,0,0,0,-7,,0,easy_money.mrg
683,1.0,47,",",0.659,205,Allison,sentence,0,13,7,1,1,0,"(,,)","(2, 1, 3, 1, 1, 2, 0)",easy_money.mrg
684,1.0,47,"""",0.659,205,Allison,sentence,0,13,7,1,1,-2,"("""")","(2, 1, 3, 1, 1, 3, 0)",easy_money.mrg
685,1.0,47,Why,0.659,205,Allison,sentence,1,14,9,3,2,-1,(SBAR(WHADVP-1(WRBWhy)),"(2, 1, 3, 1, 1, 4, 0, 0, 0)",easy_money.mrg
686,1.0,47,me,0.659,205,Allison,sentence,1,15,10,3,2,0,(FRAG(NP(PRPme)),"(2, 1, 3, 1, 1, 4, 1, 0, 0, 0)",easy_money.mrg
687,1.0,47,*T*-1,0.659,205,Allison,sentence,1,15,10,2,9,8,(ADVP-PRP(-NONE-*T*-1))))))))),"(2, 1, 3, 1, 1, 4, 1, 1, 0, 0)",easy_money.mrg
688,1.0,47,?,0.659,205,Allison,sentence,0,15,2,1,1,0,(.?),"(3, 0)",easy_money.mrg
689,1.0,47,"""",0.659,205,Allison,sentence,0,15,2,1,2,2,"(""""))","(4, 0)",easy_money.mrg
690,1.0,48,known,0.356,205,Allison,word_list,1,0,0,0,0,0,,0,easy_money.mrg
691,1.0,48,officer,0.356,205,Allison,word_list,1,1,0,0,0,0,,0,easy_money.mrg
692,1.0,48,built,0.356,205,Allison,word_list,1,2,0,0,0,0,,0,easy_money.mrg
693,1.0,48,chuck,0.356,205,Allison,word_list,1,3,0,0,0,0,,0,easy_money.mrg
694,1.0,48,cup,0.356,205,Allison,word_list,1,4,0,0,0,0,,0,easy_money.mrg
695,1.0,48,decipher,0.356,205,Allison,word_list,1,5,0,0,0,0,,0,easy_money.mrg
696,1.0,48,notice,0.356,205,Allison,word_list,1,6,0,0,0,-2,,0,easy_money.mrg
697,1.0,49,"""",0.096,205,Allison,sentence,0,-1,2,2,1,-2,"(("""")","(0, 0)",easy_money.mrg
698,1.0,49,You,0.096,205,Allison,sentence,1,0,4,3,2,0,((NP-SBJ-1(PRPYou)),"(1, 0, 0, 0)",easy_money.mrg
699,1.0,49,always,0.096,205,Allison,sentence,1,1,4,2,2,0,(ADVP-TMP(RBalways)),"(1, 1, 0, 0)",easy_money.mrg
700,1.0,49,seemed,0.096,205,Allison,sentence,1,2,4,2,1,4,(V(VBDseemed),"(1, 2, 0, 0)",easy_money.mrg
701,1.0,49,pellar,0.096,205,Allison,pseudo_words,1,2,0,0,0,-6,,0,easy_money.mrg
702,1.0,49,*-1,0.096,205,Allison,sentence,1,2,6,3,2,0,((NP-SBJ(-NONE-*-1)),"(1, 2, 1, 0, 0, 0)",easy_money.mrg
703,1.0,49,to,0.096,205,Allison,sentence,1,3,6,2,1,-1,(VP(TOto),"(1, 2, 1, 1, 0, 0)",easy_money.mrg
704,1.0,49,have,0.096,205,Allison,sentence,1,4,7,2,1,0,(VP(VBhave),"(1, 2, 1, 1, 1, 0, 0)",easy_money.mrg
705,1.0,49,',0.096,205,Allison,sentence,0,4,7,1,1,-1,"(""')","(1, 2, 1, 1, 1, 1, 0)",easy_money.mrg
706,1.0,49,connections,0.096,205,Allison,sentence,1,5,8,2,5,4,(NP(NNSconnections))))),"(1, 2, 1, 1, 1, 2, 0, 0)",easy_money.mrg
707,1.0,49,',0.096,205,Allison,sentence,0,5,4,1,1,-1,"(""')","(1, 2, 2, 0)",easy_money.mrg
708,1.0,49,in,0.096,205,Allison,sentence,1,6,5,2,1,-1,(PP-TMP(INin),"(1, 2, 3, 0, 0)",easy_money.mrg
709,1.0,49,school,0.096,205,Allison,sentence,1,7,6,2,5,4,(NP(NNschool))))),"(1, 2, 3, 1, 0, 0)",easy_money.mrg
710,1.0,49,",",0.096,205,Allison,sentence,0,7,2,1,1,0,"(,,)","(2, 0)",easy_money.mrg
711,1.0,49,"""",0.096,205,Allison,sentence,0,7,2,1,1,-2,"("""")","(3, 0)",easy_money.mrg
712,1.0,49,he,0.096,205,Allison,sentence,1,8,4,3,2,0,(S(NP-SBJ(PRPhe)),"(4, 0, 0, 0)",easy_money.mrg
713,1.0,49,shrugged,0.096,205,Allison,sentence,1,9,4,2,3,2,(VP(VBDshrugged))),"(4, 1, 0, 0)",easy_money.mrg
714,1.0,49,.,0.096,205,Allison,sentence,0,9,2,1,2,0,(..)),"(5, 0)",easy_money.mrg
715,1.0,50,"""",0.084,205,Allison,sentence,0,-1,2,2,1,-1,"(("""")","(0, 0)",easy_money.mrg
716,1.0,50,You,0.084,205,Allison,sentence,1,0,3,2,2,0,(NP-SBJ(PRPYou)),"(1, 0, 0)",easy_money.mrg
717,1.0,50,were,0.084,205,Allison,sentence,1,1,3,2,1,-2,(V(VBDwere),"(2, 0, 0)",easy_money.mrg
718,1.0,50,the,0.084,205,Allison,sentence,1,2,5,3,1,0,(NP-PR(NP(DTthe),"(2, 1, 0, 0, 0)",easy_money.mrg
719,1.0,50,first,0.084,205,Allison,sentence,1,3,5,1,1,0,(JJfirst),"(2, 1, 0, 1, 0)",easy_money.mrg
720,1.0,50,person,0.084,205,Allison,sentence,1,4,5,1,2,-1,(NNperson)),"(2, 1, 0, 2, 0)",easy_money.mrg
721,1.0,50,who,0.084,205,Allison,sentence,1,5,6,3,2,-1,(SBA(WHNP-1(WPwho)),"(2, 1, 1, 0, 0, 0)",easy_money.mrg
722,1.0,50,*T*-1,0.084,205,Allison,sentence,1,5,7,3,2,0,((NP-SBJ(-NONE-*T*-1)),"(2, 1, 1, 1, 0, 0, 0)",easy_money.mrg
723,1.0,50,came,0.084,205,Allison,sentence,1,6,7,2,1,-1,(VP(VBDcame),"(2, 1, 1, 1, 1, 0, 0)",easy_money.mrg
724,1.0,50,to,0.084,205,Allison,sentence,1,7,8,2,1,-1,(PP-CLR(INto),"(2, 1, 1, 1, 1, 1, 0, 0)",easy_money.mrg
725,1.0,50,mind,0.084,205,Allison,sentence,1,8,9,2,8,7,(NP(NNmind)))))))),"(2, 1, 1, 1, 1, 1, 1, 0, 0)",easy_money.mrg
726,1.0,50,.,0.084,205,Allison,sentence,0,8,2,1,1,0,(..),"(3, 0)",easy_money.mrg
727,1.0,50,"""",0.084,205,Allison,sentence,0,8,2,1,2,0,"(""""))","(4, 0)",easy_money.mrg
728,1.0,51,First,0.361,175,Samantha,sentence,1,0,2,2,1,0,(NP(JJFirst),"(0, 0)",easy_money.mrg
729,1.0,51,person,0.361,175,Samantha,sentence,1,1,2,1,1,0,(NNperson),"(1, 0)",easy_money.mrg
730,1.0,51,?,0.361,175,Samantha,sentence,0,1,2,1,2,-1,(.?)),"(2, 0)",easy_money.mrg
731,1.0,52,Twenty,0.498,175,Samantha,sentence,1,0,3,3,1,0,(N(NP(CDTwenty),"(0, 0, 0)",easy_money.mrg
732,1.0,52,years,0.498,175,Samantha,sentence,1,1,3,1,2,0,(NNSyears)),"(0, 1, 0)",easy_money.mrg
733,1.0,52,out,0.498,175,Samantha,sentence,1,2,3,2,1,-1,(PP-CLR(INout),"(1, 0, 0)",easy_money.mrg
734,1.0,52,of,0.498,175,Samantha,sentence,1,3,4,2,1,-1,(PP(INof),"(1, 1, 0, 0)",easy_money.mrg
735,1.0,52,high,0.498,175,Samantha,sentence,1,4,5,2,1,0,(NP(JJhigh),"(1, 1, 1, 0, 0)",easy_money.mrg
736,1.0,52,school,0.498,175,Samantha,sentence,1,5,5,1,4,3,(NNschool)))),"(1, 1, 1, 1, 0)",easy_money.mrg
737,1.0,52,?,0.498,175,Samantha,sentence,0,5,2,1,2,-1,(.?)),"(2, 0)",easy_money.mrg
738,1.0,53,If,0.468,175,Samantha,sentence,1,0,3,3,1,-2,((SBAR-AD(INIf),"(0, 0, 0)",easy_money.mrg
739,1.0,53,he,0.468,175,Samantha,sentence,1,1,5,3,2,0,((NP-SBJ(PRPhe)),"(0, 1, 0, 0, 0)",easy_money.mrg
740,1.0,53,pulled,0.468,175,Samantha,sentence,1,2,5,2,1,-1,(V(VBDpulled),"(0, 1, 1, 0, 0)",easy_money.mrg
741,1.0,53,my,0.468,175,Samantha,sentence,1,3,6,2,1,0,(NP(PRP$my),"(0, 1, 1, 1, 0, 0)",easy_money.mrg
742,1.0,53,leg,0.468,175,Samantha,sentence,1,4,6,1,2,0,(NNleg)),"(0, 1, 1, 1, 1, 0)",easy_money.mrg
743,1.0,53,any,0.468,175,Samantha,sentence,1,5,6,2,1,0,(ADVP-MNR(RBany),"(0, 1, 1, 2, 0, 0)",easy_money.mrg
744,1.0,53,harder,0.468,175,Samantha,sentence,1,6,6,1,5,3,(RBRharder))))),"(0, 1, 1, 2, 1, 0)",easy_money.mrg
745,1.0,53,it,0.468,175,Samantha,sentence,1,7,3,2,2,0,(NP-SBJ(PRPit)),"(1, 0, 0)",easy_money.mrg
746,1.0,53,was,0.468,175,Samantha,sentence,1,8,3,2,1,-1,(VP(VBDwas),"(2, 0, 0)",easy_money.mrg
747,1.0,53,coming,0.468,175,Samantha,sentence,1,9,4,2,1,-1,(VP(VBGcoming),"(2, 1, 0, 0)",easy_money.mrg
748,1.0,53,off,0.468,175,Samantha,sentence,1,10,5,2,4,3,(PRT(RPoff)))),"(2, 1, 1, 0, 0)",easy_money.mrg
749,1.0,53,.,0.468,175,Samantha,sentence,0,10,2,1,2,0,(..)),"(3, 0)",easy_money.mrg
750,1.0,54,"""",0.366,175,Samantha,sentence,0,-1,2,2,1,-3,"(SBAR("""")","(0, 0)",easy_money.mrg
751,1.0,54,How,0.366,175,Samantha,sentence,1,0,5,1,0,0,(WHNP-1,"(1, 0, 0, 0, 0)",easy_money.mrg
752,1.0,54,much,0.366,175,Samantha,sentence,1,1,5,3,1,1,(WHNP(WHADJP(WRBHow),"(1, 0, 0, 1, 0)",easy_money.mrg
753,1.0,54,of,0.366,175,Samantha,sentence,1,2,4,1,3,-1,(JJmuch))),"(1, 1, 0, 0)",easy_money.mrg
754,1.0,54,this,0.366,175,Samantha,sentence,1,3,5,2,1,0,(PP(INof),"(1, 1, 1, 0, 0)",easy_money.mrg
755,1.0,54,',0.366,175,Samantha,sentence,0,3,5,2,1,0,(NP(DTthis),"(1, 1, 1, 1, 0)",easy_money.mrg
756,1.0,54,valuable,0.366,175,Samantha,sentence,1,4,5,1,1,0,"(""')","(1, 1, 1, 2, 0)",easy_money.mrg
757,1.0,54,material,0.366,175,Samantha,sentence,1,5,5,1,1,3,(JJvaluable),"(1, 1, 1, 3, 0)",easy_money.mrg
758,1.0,54,',0.366,175,Samantha,sentence,0,5,2,1,4,-1,(NNmaterial)))),"(2, 0)",easy_money.mrg
759,1.0,54,are,0.366,175,Samantha,sentence,1,6,3,1,1,-1,"(""')","(3, 0, 0)",easy_money.mrg
760,1.0,54,we,0.366,175,Samantha,sentence,1,7,4,2,1,0,(S(VBPare),"(3, 1, 0, 0)",easy_money.mrg
761,1.0,54,talking,0.366,175,Samantha,sentence,1,8,4,2,2,-1,(NP-SBJ(PRPwe)),"(3, 2, 0, 0)",easy_money.mrg
762,1.0,54,about,0.366,175,Samantha,sentence,1,9,5,2,1,-1,(VP(VBGtalking),"(3, 2, 1, 0, 0)",easy_money.mrg
763,1.0,54,*T*-1,0.366,175,Samantha,sentence,1,9,6,2,1,4,(PP-CLR(INabout),"(3, 2, 1, 1, 0, 0)",easy_money.mrg
764,1.0,54,?,0.366,175,Samantha,sentence,0,9,2,2,5,0,(NP(-NONE-*T*-1))))),"(4, 0)",easy_money.mrg
765,1.0,54,"""",0.366,175,Samantha,sentence,0,9,2,1,1,0,(.?),"(5, 0)",easy_money.mrg
766,1.0,55,"""",0.922,175,Samantha,sentence,0,-1,2,2,1,-2,"(FRA("""")","(0, 0)",easy_money.mrg
767,1.0,55,Four,0.922,175,Samantha,sentence,1,0,4,3,1,0,(NP(QP(CDFour),"(1, 0, 0, 0)",easy_money.mrg
768,1.0,55,Hundred,0.922,175,Samantha,sentence,1,1,4,1,2,1,(CDHundred)),"(1, 0, 1, 0)",easy_money.mrg
769,1.0,55,ounces,0.922,175,Samantha,sentence,1,2,3,1,2,0,(NNSounces)),"(1, 1, 0)",easy_money.mrg
770,1.0,55,for,0.922,175,Samantha,sentence,1,3,3,2,1,-1,(PP(INfor),"(2, 0, 0)",easy_money.mrg
771,1.0,55,a,0.922,175,Samantha,sentence,1,4,4,2,1,0,(NP(DTa),"(2, 1, 0, 0)",easy_money.mrg
772,1.0,55,start,0.922,175,Samantha,sentence,1,5,4,1,3,2,(NNstart))),"(2, 1, 1, 0)",easy_money.mrg
773,1.0,55,.,0.922,175,Samantha,sentence,0,5,2,1,1,0,(..),"(3, 0)",easy_money.mrg
774,1.0,55,"""",0.922,175,Samantha,sentence,0,5,2,1,2,0,"(""""))","(4, 0)",easy_money.mrg
775,1.0,56,"""",0.8,175,Samantha,sentence,0,-1,2,2,1,0,"(NP("""")","(0, 0)",easy_money.mrg
776,1.0,56,Four,0.8,175,Samantha,sentence,1,0,2,1,1,0,(CDFour),"(1, 0)",easy_money.mrg
777,1.0,56,Hundred,0.8,175,Samantha,sentence,1,1,2,1,1,0,(CDHundred),"(2, 0)",easy_money.mrg
778,1.0,56,.,0.8,175,Samantha,sentence,0,1,2,1,1,0,(..),"(3, 0)",easy_money.mrg
779,1.0,56,"""",0.8,175,Samantha,sentence,0,1,2,1,2,-1,"(""""))","(4, 0)",easy_money.mrg
780,1.0,57,I,0.487,175,Samantha,sentence,1,0,3,3,2,-1,((NP-SBJ(PRPI)),"(0, 0, 0)",easy_money.mrg
781,1.0,57,pulled,0.487,175,Samantha,sentence,1,1,4,3,1,-1,(V(V(VBDpulled),"(1, 0, 0, 0)",easy_money.mrg
782,1.0,57,out,0.487,175,Samantha,sentence,1,2,5,2,2,0,(PRT(RPout)),"(1, 0, 1, 0, 0)",easy_money.mrg
783,1.0,57,my,0.487,175,Samantha,sentence,1,3,5,2,1,0,(NP(PRP$my),"(1, 0, 2, 0, 0)",easy_money.mrg
784,1.0,57,palm,0.487,175,Samantha,sentence,1,4,5,1,1,0,(JJpalm),"(1, 0, 2, 1, 0)",easy_money.mrg
785,1.0,57,phone,0.487,175,Samantha,sentence,1,5,5,1,3,2,(NNphone))),"(1, 0, 2, 2, 0)",easy_money.mrg
786,1.0,57,and,0.487,175,Samantha,sentence,1,6,3,1,1,-1,(CCand),"(1, 1, 0)",easy_money.mrg
787,1.0,57,looked,0.487,175,Samantha,sentence,1,7,4,2,1,-1,(VP(VBDlooked),"(1, 2, 0, 0)",easy_money.mrg
788,1.0,57,up,0.487,175,Samantha,sentence,1,8,5,2,2,0,(PRT(RPup)),"(1, 2, 1, 0, 0)",easy_money.mrg
789,1.0,57,a,0.487,175,Samantha,sentence,1,9,5,2,1,0,(NP(DTa),"(1, 2, 2, 0, 0)",easy_money.mrg
790,1.0,57,number,0.487,175,Samantha,sentence,1,10,5,1,4,3,(NNnumber)))),"(1, 2, 2, 1, 0)",easy_money.mrg
791,1.0,57,.,0.487,175,Samantha,sentence,0,10,2,1,2,-1,(..)),"(2, 0)",easy_money.mrg
792,1.0,58,"""",0.704,160,Ava,sentence,0,-1,3,3,1,0,"((NP-SBJ("""")","(0, 0, 0)",easy_money.mrg
793,1.0,58,That,0.704,160,Ava,sentence,1,0,3,1,2,0,(DTThat)),"(0, 1, 0)",easy_money.mrg
794,1.0,58,'s,0.704,160,Ava,sentence,1,1,3,2,1,-1,(VP(VBZ's),"(1, 0, 0)",easy_money.mrg
795,1.0,58,a,0.704,160,Ava,sentence,1,2,4,2,1,0,(NP-PRD(DTa),"(1, 1, 0, 0)",easy_money.mrg
796,1.0,58,lot,0.704,160,Ava,sentence,1,3,4,1,3,2,(NNlot))),"(1, 1, 1, 0)",easy_money.mrg
797,1.0,58,.,0.704,160,Ava,sentence,0,3,2,1,1,0,(..),"(2, 0)",easy_money.mrg
798,1.0,58,"""",0.704,160,Ava,sentence,0,3,2,1,2,0,"(""""))","(3, 0)",easy_money.mrg
799,1.0,59,"""",0.032,160,Ava,sentence,0,-1,2,2,1,-1,"(("""")","(0, 0)",easy_money.mrg
800,1.0,59,It,0.032,160,Ava,sentence,1,0,3,2,2,0,(NP-SBJ(PRPIt)),"(1, 0, 0)",easy_money.mrg
801,1.0,59,'s,0.032,160,Ava,sentence,1,1,3,2,1,-2,(V(VBZ's),"(2, 0, 0)",easy_money.mrg
802,1.0,59,a,0.032,160,Ava,sentence,1,2,5,3,1,-1,(NP-PR(NP(DTa),"(2, 1, 0, 0, 0)",easy_money.mrg
803,1.0,59,very,0.032,160,Ava,sentence,1,3,6,2,1,0,(ADJP(RBvery),"(2, 1, 0, 1, 0, 0)",easy_money.mrg
804,1.0,59,small,0.032,160,Ava,sentence,1,4,6,1,2,1,(JJsmall)),"(2, 1, 0, 1, 1, 0)",easy_money.mrg
805,1.0,59,part,0.032,160,Ava,sentence,1,5,5,1,2,0,(NNpart)),"(2, 1, 0, 2, 0)",easy_money.mrg
806,1.0,59,of,0.032,160,Ava,sentence,1,6,5,2,1,-3,(P(INof),"(2, 1, 1, 0, 0)",easy_money.mrg
807,1.0,59,what,0.032,160,Ava,sentence,1,7,8,4,2,0,(SBAR-NO(WHNP-1(WHNP(WPwhat)),"(2, 1, 1, 1, 0, 0, 0, 0)",easy_money.mrg
808,1.0,59,*ICH*-2,0.032,160,Ava,sentence,1,7,8,2,3,0,(SBAR(-NONE-*ICH*-2))),"(2, 1, 1, 1, 0, 1, 0, 0)",easy_money.mrg
809,1.0,59,I,0.032,160,Ava,sentence,1,8,8,3,2,0,((NP-SBJ(PRPI)),"(2, 1, 1, 1, 1, 0, 0, 0)",easy_money.mrg
810,1.0,59,have,0.032,160,Ava,sentence,1,9,8,2,1,-1,(V(VBPhave),"(2, 1, 1, 1, 1, 1, 0, 0)",easy_money.mrg
811,1.0,59,*T*-1,0.032,160,Ava,sentence,1,9,9,2,2,-1,(NP(-NONE-*T*-1)),"(2, 1, 1, 1, 1, 1, 1, 0, 0)",easy_money.mrg
812,1.0,59,0,0.032,160,Ava,sentence,1,9,10,1,0,-1,(SBAR-2,"(2, 1, 1, 1, 1, 1, 2, 0, 0, 0)",easy_money.mrg
813,1.0,59,*PRO*,0.032,160,Ava,sentence,1,9,11,2,2,0,(WHNP-3(-NONE-0)),"(2, 1, 1, 1, 1, 1, 2, 1, 0, 0, 0)",easy_money.mrg
814,1.0,59,to,0.032,160,Ava,sentence,1,10,11,3,2,11,((NP-SBJ(-NONE-*PRO*)),"(2, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0)",easy_money.mrg
815,1.0,59,ucoa,0.032,160,Ava,pseudo_words,1,10,0,0,0,-12,,0,easy_money.mrg
816,1.0,59,sell,0.032,160,Ava,sentence,1,11,12,2,1,-1,(VP(TOto),"(2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 0, 0)",easy_money.mrg
817,1.0,59,*T*-3,0.032,160,Ava,sentence,1,11,13,2,1,11,(VP(VBsell),"(2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0, 0)",easy_money.mrg
818,1.0,59,.,0.032,160,Ava,sentence,0,11,2,2,12,0,(NP(-NONE-*T*-3)))))))))))),"(3, 0)",easy_money.mrg
819,1.0,59,"""",0.032,160,Ava,sentence,0,11,2,1,1,-1,(..),"(4, 0)",easy_money.mrg
820,1.0,60,He,0.824,160,Ava,sentence,1,0,3,3,2,-1,((NP-SBJ(PRPHe)),"(0, 0, 0)",easy_money.mrg
821,1.0,60,drained,0.824,160,Ava,sentence,1,1,4,3,1,-2,(V(V(VBDdrained),"(1, 0, 0, 0)",easy_money.mrg
822,1.0,60,the,0.824,160,Ava,sentence,1,2,6,3,1,0,(NP(QP(DTthe),"(1, 0, 1, 0, 0, 0)",easy_money.mrg
823,1.0,60,last,0.824,160,Ava,sentence,1,3,6,1,1,0,(JJlast),"(1, 0, 1, 0, 1, 0)",easy_money.mrg
824,1.0,60,of,0.824,160,Ava,sentence,1,4,6,1,2,1,(INof)),"(1, 0, 1, 0, 2, 0)",easy_money.mrg
825,1.0,60,his,0.824,160,Ava,sentence,1,5,5,1,1,0,(PRP$his),"(1, 0, 1, 1, 0)",easy_money.mrg
826,1.0,60,cup,0.824,160,Ava,sentence,1,6,5,1,3,2,(NNcup))),"(1, 0, 1, 2, 0)",easy_money.mrg
827,1.0,60,and,0.824,160,Ava,sentence,1,7,3,1,1,-1,(CCand),"(1, 1, 0)",easy_money.mrg
828,1.0,60,tossed,0.824,160,Ava,sentence,1,8,4,2,1,-1,(V(VBDtossed),"(1, 2, 0, 0)",easy_money.mrg
829,1.0,60,some,0.824,160,Ava,sentence,1,9,5,2,1,0,(NP(DTsome),"(1, 2, 1, 0, 0)",easy_money.mrg
830,1.0,60,bills,0.824,160,Ava,sentence,1,10,5,1,2,0,(NNSbills)),"(1, 2, 1, 1, 0)",easy_money.mrg
831,1.0,60,on,0.824,160,Ava,sentence,1,11,5,2,1,-1,(PP-DIR(INon),"(1, 2, 2, 0, 0)",easy_money.mrg
832,1.0,60,the,0.824,160,Ava,sentence,1,12,6,2,1,0,(NP(DTthe),"(1, 2, 2, 1, 0, 0)",easy_money.mrg
833,1.0,60,table,0.824,160,Ava,sentence,1,13,6,1,5,4,(NNtable))))),"(1, 2, 2, 1, 1, 0)",easy_money.mrg
834,1.0,60,.,0.824,160,Ava,sentence,0,13,2,1,2,-1,(..)),"(2, 0)",easy_money.mrg
835,1.0,61,"""",0.171,205,Samantha,sentence,0,-1,3,3,1,0,"((NP-SBJ("""")","(0, 0, 0)",easy_money.mrg
836,1.0,61,I,0.171,205,Samantha,sentence,1,0,3,1,2,0,(PRPI)),"(0, 1, 0)",easy_money.mrg
837,1.0,61,'m,0.171,205,Samantha,sentence,1,1,3,2,1,-1,(VP(VBP'm),"(1, 0, 0)",easy_money.mrg
838,1.0,61,staying,0.171,205,Samantha,sentence,1,2,4,2,1,-1,(VP(VBGstaying),"(1, 1, 0, 0)",easy_money.mrg
839,1.0,61,in,0.171,205,Samantha,sentence,1,3,5,2,1,-1,(PP-LOC(INin),"(1, 1, 1, 0, 0)",easy_money.mrg
840,1.0,61,town,0.171,205,Samantha,sentence,1,4,6,2,5,4,(NP(NNtown))))),"(1, 1, 1, 1, 0, 0)",easy_money.mrg
841,1.0,61,.,0.171,205,Samantha,sentence,0,4,2,1,2,-1,(..)),"(2, 0)",easy_money.mrg
842,1.0,62,*PRO*,0.264,205,Samantha,sentence,0,-1,3,3,2,0,(S-IM(NP-SBJ(-NONE-*PRO*)),"(0, 0, 0)",easy_money.mrg
843,1.0,62,Let,0.264,205,Samantha,sentence,1,0,3,2,1,-2,(V(VBLet),"(1, 0, 0)",easy_money.mrg
844,1.0,62,me,0.264,205,Samantha,sentence,1,1,5,3,2,0,((NP-SBJ(PRPme)),"(1, 1, 0, 0, 0)",easy_money.mrg
